Time,PM10,PM25,PM100,Temperature,Gas,Humidity,Pressure,Altitude
1707954851.3431473,0,0,1,27.3,340136,39.7,1004.918,69.6
1707954852.3538978,0,0,1,27.3,339440,39.7,1004.914,69.63
1707954853.3646586,0,0,1,27.3,339787,39.6,1004.901,69.74
1707954854.3754094,0,0,1,27.3,338401,39.6,1004.889,69.85
1707954855.3861592,0,0,1,27.3,338747,39.6,1004.876,69.96
1707954856.3969553,0,0,0,27.3,340485,39.7,1004.863,70.06
1707954857.408965,0,0,0,27.2,340136,39.8,1004.855,70.13
1707954858.4209795,0,0,0,27.2,339787,39.8,1004.845,70.21
1707954859.4329765,0,0,0,27.2,339787,39.8,1004.845,70.22
1707954860.444984,0,0,0,27.2,340834,39.7,1004.864,70.05
1707954861.4567778,0,0,0,27.2,341536,39.7,1004.879,69.93
1707954862.4697773,0,0,0,27.2,341185,39.7,1004.89,69.84
